energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id,mood_score,intensity,dance_index,acoustic_score,rap_score,text,combined_text
0.5973249425833932,0.6775281669503628,0.45670225385527874,pop,0.7981218567804531,0.122,0.5303223070398644,"Lady Gaga, Bruno Mars",3,0.0304,100,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,0.0,10FLjwfpbxLmW8c25Xyc2N,0,6,251668,0.308,2plbrEY59IikOBgBGLjaoe,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.5578000000000001,4.603984,0.6554225,0.308,0.0179968,"Lady Gaga, Bruno Mars pop mainstream","Lady Gaga, Bruno Mars pop mainstream mood 0.5578000000000001"
0.5113265006728114,0.3471253187681987,0.7247924080664293,pop,0.744848457875295,0.117,0.4274809160305344,Billie Eilish,4,0.0358,97,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,2024-05-17,0.0608,7aJuG4TFXa2hmE4z1yxc3n,1,2,210373,0.2,6dOtVTDdiauQNBQEDOtlAB,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.4656,5.156696999999999,0.635945,0.13920000000000002,0.0181506,Billie Eilish pop mainstream,Billie Eilish pop mainstream mood 0.4656
0.815862159673813,0.3693845357675067,0.49584816132858833,pop,0.8784102541279096,0.159,0.3575063613231553,Gracie Abrams,4,0.0368,93,https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad,spotify:track:7ne4VBA60CxGM75vw0EYad,The Secret of Us (Deluxe),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad,7ne4VBA60CxGM75vw0EYad,That’s So True,2024-10-18,0.0,0hBRqPYPXhr1RkTDG3n4Mk,1,1,166300,0.214,7ne4VBA60CxGM75vw0EYad,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.5464,3.3685519999999998,0.54837,0.214,0.0297344,Gracie Abrams pop mainstream,Gracie Abrams pop mainstream mood 0.5464
0.9190602899665112,0.3969310961884988,0.6334519572953736,pop,0.88061328942098,0.304,0.796437659033079,Sabrina Carpenter,4,0.0634,81,https://api.spotify.com/v1/tracks/1d7Ptw3qYcfpdLNL5REhtJ,spotify:track:1d7Ptw3qYcfpdLNL5REhtJ,Short n' Sweet,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1d7Ptw3qYcfpdLNL5REhtJ,1d7Ptw3qYcfpdLNL5REhtJ,Taste,2024-08-23,0.0,4B4Elma4nNDUyl6D5PvQkj,0,0,157280,0.0939,1d7Ptw3qYcfpdLNL5REhtJ,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.8356000000000001,3.7037000000000004,0.617415,0.0939,0.057694,Sabrina Carpenter pop mainstream,Sabrina Carpenter pop mainstream mood 0.8356000000000001
0.7905685002883478,0.6217741281806677,0.7603795966785291,pop,0.8715563665494682,0.355,0.9586513994910941,"ROSÉ, Bruno Mars",4,0.26,98,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,5vNRhkKd0yEAg8suGBpjeY,APT.,2024-10-18,0.0,2IYQwwgxgOIn7t3iF6ufFD,0,0,169917,0.0283,5vNRhkKd0yEAg8suGBpjeY,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.8765999999999999,3.5054910000000006,0.7610675,0.0283,0.20358,"ROSÉ, Bruno Mars pop mainstream","ROSÉ, Bruno Mars pop mainstream mood 0.8765999999999999"
0.5872074788292071,0.4202876863507979,0.6690391459074732,pop,0.8385553429169078,0.0881,0.7953774385072095,Chappell Roan,4,0.0356,94,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,0.0,1WAjjRMfZjEXtB0lQrAw6Q,0,11,218424,0.0502,0WbMK4wrZ1wFSty9F7FCgu,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.7038,3.46872,0.64178,0.0502,0.0207192,Chappell Roan pop mainstream,Chappell Roan pop mainstream mood 0.7038
0.5659608049454163,0.628271076111558,0.6322657176749703,pop,0.8256931772664561,0.0954,0.8547497879558948,Addison Rae,4,0.0411,88,https://api.spotify.com/v1/tracks/6MzofobZt2dm0Kf1hTThFz,spotify:track:6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6MzofobZt2dm0Kf1hTThFz,6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,2024-08-09,0.00962,0XA403JTounqFh2owquBXu,1,10,169698,0.495,6MzofobZt2dm0Kf1hTThFz,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.729,3.6678180000000005,0.7096724999999999,0.48538,0.0230571,Addison Rae pop mainstream,Addison Rae pop mainstream mood 0.729
0.2482724430639727,0.616000448925385,0.39264531435349936,pop,0.7041034313943656,0.17,0.09669211195928754,Billie Eilish,4,0.0431,93,https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,HIT ME HARD AND SOFT,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,2024-05-17,0.000271,7aJuG4TFXa2hmE4z1yxc3n,0,6,261467,0.612,3QaPy1KgI7nu9FJEQUgn6h,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.1744,2.964494,0.6037525,0.611729,0.0106457,Billie Eilish pop mainstream,Billie Eilish pop mainstream mood 0.1744
0.4192575805097178,0.2844503469819121,0.4223013048635824,pop,0.738884685566781,0.203,0.2779898218829516,Gigi Perez,4,0.0254,71,https://api.spotify.com/v1/tracks/0UYnhUfnUj5adChuAXvLUB,spotify:track:0UYnhUfnUj5adChuAXvLUB,Sailor Song,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0UYnhUfnUj5adChuAXvLUB,0UYnhUfnUj5adChuAXvLUB,Sailor Song,2024-07-26,8.61e-05,4DWrYvfGXRE8ko5ZxlIpit,1,11,211979,0.686,0UYnhUfnUj5adChuAXvLUB,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.3446,4.342624,0.483315,0.6859139000000001,0.010566399999999998,Gigi Perez pop mainstream,Gigi Perez pop mainstream mood 0.3446
0.7288519713878124,0.44062026524008163,0.7508896797153024,pop,0.8491254617472963,0.111,0.5674300254452926,"The Weeknd, Playboi Carti",4,0.0507,92,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),2024-09-27,2.56e-06,2IRxVVqbSbqHJo8Zx50LYn,0,11,256000,0.0584,1Es7AUAhQvapIcoh3qMKDL,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.6308,3.96017,0.6844325,0.05839744,0.0366054,"The Weeknd, Playboi Carti pop mainstream","The Weeknd, Playboi Carti pop mainstream mood 0.6308"
0.673205920739789,0.50325782657763,0.7591933570581257,pop,0.8238239351996084,0.0761,0.6183206106870229,"Charli xcx, Billie Eilish",4,0.0983,85,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,2024-08-01,0.3,3ThlxfLSy4bfKzxWqmC7VN,1,7,145219,0.0146,3WOhcATHxK2SLNeP5W3v1v,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.6376,4.416874,0.7130475000000001,-0.2854,0.0655661,"Charli xcx, Billie Eilish pop mainstream","Charli xcx, Billie Eilish pop mainstream mood 0.6376"
0.5912544643308815,0.36017533030308707,0.6322657176749703,pop,0.8360407672793627,0.104,0.5769720101781171,Sabrina Carpenter,4,0.054,88,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06,0.0,5bBaoign62r1i7OV8w7mi9,1,9,186365,0.274,5N3hjp1WNayUPZrA8kJmJP,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.5818,3.558778,0.6021775,0.274,0.031644,Sabrina Carpenter pop mainstream,Sabrina Carpenter pop mainstream mood 0.5818
0.8138386669229758,0.3412269380171216,0.5599051008303677,pop,0.8945658462770929,0.191,0.5854537743850721,Tate McRae,4,0.0486,79,https://api.spotify.com/v1/tracks/1f18HzFpegqvH4ibGJyeMJ,spotify:track:1f18HzFpegqvH4ibGJyeMJ,2 hands,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1f18HzFpegqvH4ibGJyeMJ,1f18HzFpegqvH4ibGJyeMJ,2 hands,2024-11-14,0.0,2BdJwrx2wMJi7x06wWkUFg,1,1,181821,0.121,1f18HzFpegqvH4ibGJyeMJ,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.6746,2.775058,0.5640799999999999,0.121,0.0391716,Tate McRae pop mainstream,Tate McRae pop mainstream mood 0.6746
0.7156992685073705,0.19769551635771881,0.6951364175563463,pop,0.8610307534825761,0.0804,0.6034775233248516,Shaboozey,4,0.0273,86,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12,0.0,6egBeCLeGITzGSo5VyRjwZ,1,9,171292,0.0633,2FQrifJ1N335Ljm3TjTVVf,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,0.646,3.50955,0.56353,0.0633,0.0193557,Shaboozey pop mainstream,Shaboozey pop mainstream mood 0.646
